Number,Biome,GEZ_TERM,Region,Site,Species/forest type,Latitude,Longitude,"Mean annual temperature, °C","Mean annual precipitation, mm","Above-ground biomass carbon density (BCDa), Mg C ha-1","Living biomass carbon density (BCDl), Mg C ha-1","Total biomass carbon density (BCDt), Mg C ha-1",Stand age,BCDa/BCDl,BCDa/BCDt,Reference 1,Method used to determine tree age,Reference 2,Reference 3,Reference 4,
521,Subtropical,Subtropical mountain system,Asia,"Dali, Yunnan, China",,25.43 ,99.68 ,11.6 ,1151 ,159.0 ,214.55 ,,90 ,0.74 ,,"Luo, 1996",Tree rings,,,,
522,Subtropical,Subtropical mountain system,Asia,"Deqin, Yunnan, China",,28.18 ,98.90 ,7.4 ,1365 ,92.1 ,123.99 ,,150 ,0.74 ,,"Luo, 1996",Tree rings,,,,
523,Subtropical,Subtropical mountain system,Asia,"Eryuan, Yunnan, China",,26.08 ,99.56 ,9.2 ,1125 ,66.5 ,89.42 ,,85 ,0.74 ,,"Luo, 1996",Tree rings,,,,
524,Subtropical,Subtropical mountain system,Asia,"Heqing, Yunnan, China",,26.37 ,100.10 ,7.6 ,1020 ,99.0 ,133.10 ,,85 ,0.74 ,,"Luo, 1996",Tree rings,,,,
525,Subtropical,Subtropical mountain system,Asia,"Huaping, Yunnan, China",,26.45 ,101.19 ,13.5 ,793 ,91.7 ,118.55 ,,85 ,0.77 ,,"Luo, 1996",Tree rings,,,,
526,Subtropical,Subtropical mountain system,Asia,"Jianchuan, Yunnan, China",,26.23 ,99.56 ,10.1 ,1086 ,98.3 ,128.67 ,,85 ,0.76 ,,"Luo, 1996",Tree rings,,,,
527,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China",,27.02 ,100.35 ,9.8 ,918 ,84.1 ,110.58 ,,120 ,0.76 ,,"Luo, 1996",Tree rings,,,,
528,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China",,27.17 ,99.44 ,9.9 ,1094 ,187.9 ,250.28 ,,100 ,0.75 ,,"Luo, 1996",Tree rings,,,,
529,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China",,27.38 ,99.44 ,9.6 ,1110 ,47.9 ,64.59 ,,85 ,0.74 ,,"Luo, 1996",Tree rings,,,,
530,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China",,27.17 ,100.23 ,8.1 ,943 ,92.2 ,125.28 ,,120 ,0.74 ,,"Luo, 1996",Tree rings,,,,
531,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China",,27.17 ,100.72 ,9.4 ,871 ,67.0 ,85.63 ,,100 ,0.78 ,,"Luo, 1996",Tree rings,,,,
532,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China",,26.73 ,100.89 ,7.9 ,876 ,78.8 ,104.87 ,,90 ,0.75 ,,"Luo, 1996",Tree rings,,,,
533,Subtropical,Subtropical humid forest,Asia,"Hejiawan, Sangzhi, Hunan, China",,29.30 ,110.10 ,12.8 ,1461 ,83.0 ,97.58 ,,130 ,0.85 ,,"Luo, 1996",Tree rings,,,,
534,Subtropical,Subtropical mountain system,Asia,"Shiquan, Shaanxi, China",,33.00 ,108.20 ,8.8 ,811 ,68.2 ,83.40 ,,95 ,0.82 ,,"Luo, 1996",Tree rings,,,,
535,Subtropical,Subtropical mountain system,Asia,"Shangchayu, Tibet, China",,28.70 ,96.70 ,13.5 ,800 ,141.8 ,186.06 ,,93 ,0.76 ,,"Luo, 1996",Tree rings,,,,
536,Subtropical,Subtropical mountain system,Asia,"Zhongdian, Yunnan, China",,27.70 ,99.70 ,10.7 ,1096 ,110.8 ,148.98 ,,101 ,0.74 ,,"Luo, 1996",Tree rings,,,,
537,Subtropical,Subtropical mountain system,Asia,"Arengou, Baiyu, Sichuan, China","Cupressus, Sabina",31.20 ,98.80 ,5.9 ,555 ,55.4 ,64.63 ,,214 ,0.86 ,,"Luo, 1996",Tree rings,,,,
538,Subtropical,Subtropical mountain system,Asia,"Yele, Mianning, Sichuan, China","Cupressus, Sabina",28.50 ,102.10 ,7.9 ,859 ,120.3 ,132.13 ,,220 ,0.91 ,,"Luo, 1996",Tree rings,,,,
539,Temperate,Temperate mountain system,Asia,"Dalu, Nanping, Sichuan, China","Cupressus, Sabina",33.59 ,103.57 ,3.4 ,796 ,48.2 ,54.94 ,,86 ,0.88 ,,"Luo, 1996",Tree rings,,,,
540,Temperate,Temperate mountain system,Asia,"Baozuo, Ruo'ergai, Sichuan, China","Cupressus, Sabina",33.45 ,103.39 ,2.7 ,782 ,102.0 ,115.84 ,,130 ,0.88 ,,"Luo, 1996",Tree rings,,,,
541,Subtropical,Subtropical mountain system,Asia,"Rilonggou, Xiaojin, Sichuan, China","Cupressus, Sabina",30.90 ,102.40 ,5.5 ,782 ,83.4 ,92.37 ,,199 ,0.90 ,,"Luo, 1996",Tree rings,,,,
542,Subtropical,Subtropical mountain system,Asia,"Bomi, Changdu, Tibet, China","Cupressus, Sabina",30.10 ,95.00 ,11.2 ,582 ,114.9 ,138.14 ,,108 ,0.83 ,,"Luo, 1996",Tree rings,,,,
543,Subtropical,Subtropical mountain system,Asia,"Jilong, Rikaze, Tibet, China","Cupressus, Sabina",28.90 ,85.20 ,7.0 ,370 ,48.5 ,58.69 ,,163 ,0.83 ,,"Luo, 1996",Tree rings,,,,
544,Subtropical,Subtropical humid forest,Asia,"Xingdoushan, Lichuan, Hubei, China","Pinus armandii, P. taiwanensis, P. densada",30.30 ,108.90 ,12.6 ,1242 ,136.5 ,164.88 ,,80 ,0.83 ,,"Luo, 1996",Tree rings,,,,
545,Subtropical,Subtropical mountain system,Asia,"Milin, Lhasa, Tibet, China","Pinus armandii, P. taiwanensis, P. densada",29.20 ,94.10 ,7.3 ,609 ,54.9 ,62.56 ,,80 ,0.88 ,,"Luo, 1996",Tree rings,,,,
546,Subtropical,Subtropical mountain system,Asia,"Langxian, Shannan, Tibet, China","Pinus armandii, P. taiwanensis, P. densada",29.00 ,93.10 ,5.7 ,591 ,58.6 ,66.95 ,,108 ,0.88 ,,"Luo, 1996",Tree rings,,,,
547,Subtropical,Subtropical mountain system,Asia,"Longzi, Shannan, Tibet, China","Pinus armandii, P. taiwanensis, P. densada",28.40 ,92.30 ,9.7 ,603 ,42.6 ,48.48 ,,90 ,0.88 ,,"Luo, 1996",Tree rings,,,,
548,Subtropical,Subtropical mountain system,Asia,"Rongyu, Shangchayu, Tibet, China","Pinus armandii, P. taiwanensis, P. densada",28.70 ,96.70 ,8.7 ,713 ,56.2 ,65.37 ,,80 ,0.86 ,,"Luo, 1996",Tree rings,,,,
549,Subtropical,Subtropical mountain system,Asia,"Dingdong, Muli, Sichuan, China","Pinus yunnanensis, P. khasya",27.90 ,101.20 ,9.5 ,823 ,56.8 ,62.40 ,,93 ,0.91 ,,"Luo, 1996",Tree rings,,,,
550,Subtropical,Subtropical mountain system,Asia,"Lijiang, Yunnan, China","Pinus yunnanensis, P. khasya",27.32 ,99.57 ,9.0 ,1075 ,119.2 ,125.95 ,,110 ,0.95 ,,"Luo, 1996",Tree rings,,,,
551,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China","Pinus yunnanensis, P. khasya",27.10 ,100.59 ,11.1 ,880 ,195.8 ,209.13 ,,140 ,0.94 ,,"Luo, 1996",Tree rings,,,,
552,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China","Pinus yunnanensis, P. khasya",27.75 ,100.54 ,7.5 ,915 ,62.4 ,69.15 ,,150 ,0.90 ,,"Luo, 1996",Tree rings,,,,
553,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China","Pinus yunnanensis, P. khasya",27.67 ,100.66 ,7.6 ,892 ,46.8 ,52.03 ,,100 ,0.90 ,,"Luo, 1996",Tree rings,,,,
554,Subtropical,Subtropical mountain system,Asia,"Ninglang, Yunnan, China","Pinus yunnanensis, P. khasya",27.82 ,100.60 ,9.0 ,926 ,49.8 ,56.14 ,,150 ,0.89 ,,"Luo, 1996",Tree rings,,,,
555,Subtropical,Subtropical mountain system,Asia,"Yongsheng, Yunnan, China","Pinus yunnanensis, P. khasya",26.45 ,100.89 ,10.0 ,872 ,147.3 ,156.54 ,,100 ,0.94 ,,"Luo, 1996",Tree rings,,,,
556,Subtropical,Subtropical mountain system,Asia,"Yongsheng, Yunnan, China","Pinus yunnanensis, P. khasya",26.45 ,100.76 ,10.5 ,877 ,50.8 ,56.33 ,,80 ,0.90 ,,"Luo, 1996",Tree rings,,,,
557,Subtropical,Subtropical mountain system,Asia,"Yunlong, Yunnan, China","Pinus yunnanensis, P. khasya",26.30 ,99.32 ,10.3 ,1128 ,86.5 ,91.83 ,,120 ,0.94 ,,"Luo, 1996",Tree rings,,,,
558,Subtropical,Subtropical mountain system,Asia,"Yunlong, Yunnan, China","Pinus yunnanensis, P. khasya",26.15 ,99.08 ,11.4 ,1174 ,97.6 ,104.93 ,,110 ,0.93 ,,"Luo, 1996",Tree rings,,,,
559,Temperate,Temperate continental forest,Asia,"Zhongxinshan, Muling, Heilongjiang, China",,44.50 ,130.20 ,2.1 ,730 ,77.9 ,120.38 ,,238 ,0.65 ,,"Luo, 1996",Tree rings,,,,
560,Temperate,Temperate continental forest,Asia,"Dahailin, Heilongjiang, China",,44.30 ,128.50 ,3.4 ,685 ,62.1 ,97.66 ,,173 ,0.64 ,,"Luo, 1996",Tree rings,,,,
561,Temperate,Temperate continental forest,Asia,"Dahailin, Heilongjiang, China",,44.30 ,129.40 ,2.7 ,718 ,84.3 ,124.06 ,,227 ,0.68 ,,"Luo, 1996",Tree rings,,,,
562,Temperate,Temperate continental forest,Asia,"Fenglinhe, Yichun, Heilongjiang, China",,48.10 ,129.30 ,0.6 ,490 ,75.5 ,118.52 ,,185 ,0.64 ,,"Luo, 1996",Tree rings,,,,
563,Temperate,Temperate continental forest,Asia,"Baihe, Antu, Jilin, China",,42.42 ,128.20 ,3.6 ,825 ,115.5 ,136.65 ,,150 ,0.84 ,,"Luo, 1996",Tree rings,,,,
564,Temperate,Temperate continental forest,Asia,"Baishan, Antu, Jilin, China",,42.50 ,128.33 ,3.0 ,838 ,110.0 ,132.58 ,,166 ,0.83 ,,"Luo, 1996",Tree rings,,,,
565,Temperate,Temperate continental forest,Asia,"Renyihe, Dunhua, Jilin, China",,43.30 ,128.20 ,2.7 ,766 ,97.6 ,130.22 ,,145 ,0.75 ,,"Luo, 1996",Tree rings,,,,
566,Temperate,Temperate continental forest,Asia,"lushuihe, Fusong, Jilin, China",,42.30 ,127.20 ,4.0 ,798 ,60.6 ,91.18 ,,146 ,0.66 ,,"Luo, 1996",Tree rings,,,,
567,Temperate,Temperate continental forest,Asia,"Changbaishan, Baihe, Jilin, China",,42.40 ,128.10 ,3.5 ,827 ,93.2 ,117.18 ,,110 ,0.79 ,,"Luo, 1996",Tree rings,,,,
568,Temperate,Temperate continental forest,Asia,"Qianshan, Liaoning, China",Pinus tabulaeformis,40.50 ,123.20 ,5.9 ,803 ,57.2 ,63.81 ,,95 ,0.90 ,,"Luo, 1996",Tree rings,,,,
569,Temperate,Temperate mountain system,Asia,"Langdan, Taibai, Shaanxi, China",Pinus tabulaeformis,34.00 ,107.30 ,9.6 ,657 ,109.4 ,139.38 ,,86 ,0.78 ,,"Luo, 1996",Tree rings,,,,
570,Temperate,Temperate continental forest,Asia,"Wandashan, Raohe, Heilongjiang, China",,46.80 ,134.00 ,1.7 ,715 ,56.6 ,68.19 ,,103 ,0.83 ,,"Luo, 1996",Tree rings,,,,
571,Temperate,Temperate continental forest,Asia,"Changbaishan, Antu, Jilin, China",,42.40 ,128.10 ,4.1 ,810 ,82.4 ,98.66 ,,140 ,0.83 ,,"Luo, 1996",Tree rings,,,,
572,Temperate,Temperate continental forest,Asia,"Changbaishan, Antu, Jilin, China",,40.70 ,127.50 ,4.2 ,962 ,99.4 ,119.60 ,,157 ,0.83 ,,"Luo, 1996",Tree rings,,,,
573,Temperate,Temperate continental forest,Asia,"Renyihe, Dunhua, Jilin, China",,43.30 ,128.20 ,3.0 ,761 ,79.6 ,97.60 ,,156 ,0.82 ,,"Luo, 1996",Tree rings,,,,
574,Temperate,Temperate continental forest,Asia,"Linjiang, Jilin, China",,41.80 ,126.90 ,4.0 ,840 ,68.3 ,79.37 ,,125 ,0.86 ,,"Luo, 1996",Tree rings,,,,
575,Temperate,Temperate continental forest,Asia,"Muling, Jilin, China",,44.50 ,130.20 ,1.8 ,732 ,43.0 ,55.11 ,,102 ,0.78 ,,"Luo, 1996",Tree rings,,,,
576,Temperate,Temperate continental forest,Asia,"Wangqing, Jilin, China",,43.30 ,129.70 ,3.7 ,785 ,69.7 ,87.15 ,,101 ,0.80 ,,"Luo, 1996",Tree rings,,,,
577,Boreal,Boreal coniferous forest,Asia,"Jiagedaqi, Elunchun, Neimenggu, China",,50.40 ,124.00 ,-2.4 ,410 ,26.1 ,35.20 ,,97 ,0.74 ,,"Luo, 1996",Tree rings,,,,
578,Temperate,Temperate mountain system,Asia,"Shanxi, China",,37.70 ,111.48 ,8.1 ,482 ,43.8 ,51.08 ,,88 ,0.86 ,,"Luo, 1996",Tree rings,,,,
579,Temperate,Temperate mountain system,Asia,"Shanxi, China",,36.75 ,112.48 ,5.9 ,635 ,39.1 ,45.81 ,,81 ,0.85 ,,"Luo, 1996",Tree rings,,,,
580,Subtropical,Subtropical mountain system,Asia,"Dalu, Nanping, Sichuan, China",,33.20 ,104.20 ,8.2 ,870 ,52.0 ,58.98 ,,80 ,0.88 ,,"Luo, 1996",Tree rings,,,,
581,Subtropical,Subtropical mountain system,Asia,"Mao'ergai, Songfan, Sichuan, China",,32.60 ,103.00 ,7.1 ,779 ,65.5 ,73.17 ,,120 ,0.90 ,,"Luo, 1996",Tree rings,,,,
582,Temperate,Temperate continental forest,Asia,"Wandashan, Raohe, Heilongjiang, China","Populus, Betula",46.80 ,134.00 ,1.9 ,719 ,55.1 ,77.84 ,,81 ,0.71 ,,"Luo, 1996",Tree rings,,,,
583,Temperate,Temperate continental forest,Asia,"Changbaishan, Antu, Jilin, China","Populus, Betula",41.80 ,126.90 ,3.3 ,863 ,72.1 ,103.01 ,,83 ,0.70 ,,"Luo, 1996",Tree rings,,,,
584,Subtropical,Subtropical mountain system,Asia,"Sichuan, China","Populus, Betula",32.98 ,104.19 ,4.1 ,892 ,48.4 ,63.23 ,,83 ,0.77 ,,"Luo, 1996",Tree rings,,,,
585,Subtropical,Subtropical mountain system,Asia,"Lixian, Sichuan, China","Populus, Betula",31.40 ,103.10 ,7.8 ,835 ,92.2 ,119.96 ,,94 ,0.77 ,,"Luo, 1996",Tree rings,,,,
586,Temperate,Temperate mountain system,Asia,"Dalu, Nanping, Sichuan, China","Populus, Betula",33.53 ,104.91 ,3.6 ,963 ,46.5 ,61.18 ,,98 ,0.76 ,,"Luo, 1996",Tree rings,,,,
587,Temperate,Temperate mountain system,Asia,"Dalu, Nanping, Sichuan, China","Populus, Betula",33.57 ,103.69 ,3.9 ,811 ,61.7 ,82.90 ,,110 ,0.74 ,,"Luo, 1996",Tree rings,,,,
588,Subtropical,Subtropical humid forest,Asia,"Wolongwan, Wenchuan, Sichuan, China","Populus, Betula",30.90 ,103.10 ,9.9 ,858 ,45.5 ,58.70 ,,82 ,0.78 ,,"Luo, 1996",Tree rings,,,,
589,Subtropical,Subtropical mountain system,Asia,"Muzhong, Shangchayu, Tibet, China","Populus, Betula",28.70 ,96.70 ,12.1 ,713 ,59.5 ,84.14 ,,81 ,0.71 ,,"Luo, 1996",Tree rings,,,,
590,Subtropical,Subtropical humid forest,Asia,"Weixi, Diqing, Yunnan, China","Populus, Betula",27.10 ,107.80 ,4.9 ,1189 ,120.1 ,157.81 ,,222 ,0.76 ,,"Luo, 1996",Tree rings,,,,
591,Temperate,Temperate continental forest,Asia,"Changbaishan, Jilin, China","Betula platyphlla, Populus davidiana",42.40 ,128.10 ,1.8 ,750 ,53.6 ,,,80 ,,,"Luo, 1996",Tree rings,,,,
592,Boreal,Boreal coniferous forest,Europe,Aheden,,64.21 ,19.50 ,1.0 ,588 ,74.3 ,97 ,,180 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"Schulze et al., 1999","Wirth et al., 1999",,
593,Boreal,Boreal coniferous forest,North America,"Alberta, Canada","Pinus contorta, Populus tremulous, Picea glauca",54.25 ,-117.00 ,2.6 ,500 ,50.0 ,79 ,,,0.63 ,,"Luyssaert et al., 2007",,,,,
594,Temperate,Temperate mountain system,North America ,Andrews 10,,44.25 ,-122.20 ,6.3 ,1100 ,435.3 ,577.35 ,,552 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
595,Temperate,Temperate mountain system,North America ,Andrews 11,,44.23 ,-122.17 ,6.3 ,1100 ,367.8 ,488.79 ,,795 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
596,Temperate,Temperate mountain system,North America ,Andrews 12,,44.26 ,-122.18 ,5.8 ,1350 ,468.6 ,621.52 ,,629 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
597,Temperate,Temperate mountain system,North America ,Andrews 7,,44.27 ,-122.22 ,5.8 ,1350 ,167.7 ,217.96 ,,142 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
598,Temperate,Temperate mountain system,North America ,Andrews 8,,44.27 ,-122.23 ,5.8 ,1350 ,386.9 ,503.97 ,,146 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
599,Temperate,Temperate mountain system,North America ,Andrews 9,,44.26 ,-122.19 ,5.8 ,1350 ,319.5 ,417.81 ,,166 ,0.76 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
600,Temperate,Temperate mountain system,North America ,Andrews watershed 10,,44.25 ,-122.33 ,8.5 ,2250 ,362.4 ,401.16 ,,450 ,0.90 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
601,Temperate,Temperate mountain system,Asia,Ashu Kyoto,,35.33 ,135.75 ,11.3 ,2788 ,137.4 ,158.67 ,,150 ,0.87 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
602,Temperate,Temperate mountain system,Europe,Aubure (F),,48.20 ,7.18 ,5.4 ,1192 ,123.3 ,150.00 ,,161 ,0.82 ,,"Luyssaert et al., 2007",Tree rings,"Schulze et al., 1999","Wirth et al., 1999",,
603,Temperate,Temperate mountain system,Europe,Aubure (P),,48.20 ,7.18 ,5.4 ,1192 ,125.6 ,147.00 ,,92 ,0.85 ,,"Luyssaert et al., 2007",Tree rings,"Schulze et al., 1999","Wirth et al., 1999",,
604,Temperate,Temperate mountain system,North America,Bartlett,,44.06 ,-71.29 ,6.9 ,1270 ,107.3 ,127.10 ,,80 ,0.84 ,,"Luyssaert et al., 2007",Tree rings,Ameriflux,"USDA, 2011",,
605,Temperate,Temperate oceanic forest,North America,Blue Mountain 6,,43.71 ,-122.94 ,9.1 ,1590 ,652.7 ,,,171 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
606,Boreal,Boreal mountain system,North America,Bonanza FP3,,64.75 ,-148.25 ,-3.5 ,269 ,63.7 ,73.64 ,,100 ,0.86 ,,"Luyssaert et al., 2007",Tree rings,"Ruess et al., 1996",,,
607,Boreal,Boreal mountain system,North America,Bonanza FP4,,64.75 ,-148.25 ,-3.5 ,269 ,70.5 ,79.65 ,,250 ,0.88 ,,"Luyssaert et al., 2007",Tree rings,"Ruess et al., 1996",,,
608,Boreal,Boreal mountain system,North America,Bonanza FP5,,64.75 ,-148.25 ,-3.5 ,269 ,15.0 ,19.72 ,,250 ,0.76 ,,"Luyssaert et al., 2007",Tree rings,"Ruess et al., 1996",,,
609,Boreal,Boreal mountain system,North America,Bonanza UP2,,64.75 ,-148.25 ,-3.5 ,269 ,78.4 ,88.59 ,,80 ,0.88 ,,"Luyssaert et al., 2007",Tree rings,"Ruess et al., 1996",,,
610,Boreal,Boreal mountain system,North America,Bonanza UP3,,64.75 ,-148.25 ,-3.5 ,269 ,70.3 ,76.82 ,,155 ,0.91 ,,"Luyssaert et al., 2007",Tree rings,"Ruess et al., 1996",,,
611,Temperate,Temperate oceanic forest,Europe,Bornhoved Beech,,54.10 ,10.23 ,8.9 ,772 ,151.0 ,,,110 ,,,"Luyssaert et al., 2007",Historical record,"Kutsch et al., 2005",,,
612,Temperate,Temperate mountain system,North America ,Breitenbush Hot Springs 5,,44.77 ,-121.90 ,6.3 ,1800 ,211.6 ,,,300 ,,,"Luyssaert et al., 2007",Historical record,"Kutsch et al., 2005",,,
613,Temperate,Temperate continental forest,North America,Canada - Atlantic Maritime,,46.00 ,-66.00 ,5.0 ,1200 ,87.0 ,,,,,,"Luyssaert et al., 2007",,,,,
614,Boreal,Boreal tundra woodland,North America,Canada - Eastern Boreal Shield,,51.00 ,-82.00 ,5.5 ,1000 ,67.0 ,,,,,,"Luyssaert et al., 2007",,,,,
615,Boreal,Boreal coniferous forest,North America,Canada - Hudson Plains,,56.00 ,-94.00 ,-3.0 ,600 ,34.0 ,,,,,,"Luyssaert et al., 2007",,,,,
616,Temperate,Temperate continental forest,North America ,Canada - Mixedwood Plains,,45.00 ,-77.00 ,6.5 ,860 ,113.0 ,,,,,,"Luyssaert et al., 2007",,,,,
617,Temperate,Temperate mountain system,North America,Canada - Montane Cordillera,,52.00 ,-118.00 ,4.0 ,1000 ,107.0 ,,,,,,"Luyssaert et al., 2007",,,,,
618,Temperate,Temperate mountain system,North America,Canada - Pacific Maritime,,51.00 ,-125.00 ,6.7 ,2250 ,80.0 ,,,,,,"Luyssaert et al., 2007",,,,,
619,Temperate,Temperate mountain system,North America,Cascade Head 10,,45.07 ,-123.89 ,9.9 ,2500 ,451.2 ,585.29 ,,185 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
620,Temperate,Temperate mountain system,North America,Cascade Head 11,,45.08 ,-123.90 ,9.9 ,2500 ,562.9 ,744.53 ,,168 ,0.76 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
621,Temperate,Temperate mountain system,North America,Cascade Head 12,,45.04 ,-123.90 ,9.9 ,2500 ,538.3 ,674.30 ,,178 ,0.80 ,,"Luyssaert et al., 2007",Tree rings,"Law et al., 2004",,,
622,Tropical,Tropical moist deciduous forest,North America ,Chamela 1,,19.50 ,-105.02 ,24.9 ,707 ,40.0 ,,,100 ,,,"Luyssaert et al., 2007",No,"Clark et al., 2001","Martinez-Yrizar et al., 1992",,
623,Tropical,Tropical moist deciduous forest,North America ,Chamela 2,,19.50 ,-105.02 ,24.9 ,744 ,40.4 ,55.28 ,,100 ,0.73 ,,"Luyssaert et al., 2007",No,"Maass & Martinez-Yrizar, 2001",,,
624,Tropical,Tropical moist deciduous forest,North America ,Chamela 3,,19.50 ,-105.02 ,24.9 ,707 ,40.0 ,,,100 ,,,"Luyssaert et al., 2007",No,"Clark et al., 2001","Martinez-Yrizar et al., 1992",,
625,Boreal,Boreal coniferous forest,North America ,Chibougamau EOBS,,49.69 ,-74.34 ,-0.5 ,1008 ,45.0 ,61.00 ,,95 ,0.74 ,,"Luyssaert et al., 2007",Tree rings,"Bergeron et al., 2007",,,
626,Subtropical,Subtropical mountain system,Europe,Collelongo,,41.85 ,13.59 ,7.5 ,1169 ,113.1 ,147.71 ,,102 ,0.77 ,,"Luyssaert et al., 2007",Tree rings,"Valentini et al., 1996",,,
627,Temperate,Temperate oceanic forest,Europe,Coulissenhieb,,50.15 ,11.87 ,4.5 ,1000 ,124.4 ,,,148 ,,,"Luyssaert et al., 2007",Tree rings,"Mund et al., 2002",,,
628,Tropical,Tropical moist deciduous forest,South America,Dimona,,2.50 ,-60.00 ,26.2 ,2620 ,178.0 ,,,100 ,,,"Luyssaert et al., 2007",No,"Clark et al., 2001",,,
629,Temperate,Temperate mountain system,North America ,Emigrant Butte 6,,43.49 ,-122.19 ,6.4 ,980 ,403.2 ,,,118 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
630,Temperate,Temperate mountain system,North America,Frazer old,,39.90 ,-105.87 ,2.9 ,740 ,79.0 ,91.35 ,,245 ,0.86 ,,"Luyssaert et al., 2007",Tree rings,"Murty et al., 1996",,,
631,Temperate,Temperate oceanic forest,Europe,Gemös,,50.15 ,11.87 ,4.5 ,1000 ,139.7 ,,,114 ,,,"Luyssaert et al., 2007",Tree rings,"Mund et al., 2002",,,
632,Subtropical,Subtropical mountain system,North America ,Grants Pass 6,,42.47 ,-123.27 ,10.2 ,1390 ,396.6 ,,,307 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
633,Temperate,Temperate oceanic forest,Europe,Gribskov,,55.96 ,12.25 ,7.5 ,632 ,158.6 ,194.00 ,,118 ,0.82 ,,"Luyssaert et al., 2007",Tree rings,"Schulze et al., 1999","Wirth et al., 1999",,
634,Tropical,Tropical rainforest,South America,Guyaflux,,5.28 ,-52.91 ,25.8 ,2914 ,218.4 ,,,100 ,,,"Luyssaert et al., 2007",No,Fluxnet,"Bonal et al., 2008",,
635,Temperate,Temperate oceanic forest,Europe,Hainich,,51.08 ,10.45 ,8.1 ,795 ,204.8 ,239.17 ,,270 ,0.86 ,,"Luyssaert et al., 2007",Tree rings,"Knohl et al., 2003",,,
636,Tropical,Tropical rainforest,North America,Hawaii Site 5,,19.75 ,-155.25 ,19.3 ,5800 ,61.5 ,,,100 ,,,"Luyssaert et al., 2007",Historical record,"Clark et al., 2001","Raich et al., 1997",,
637,Tropical,Tropical rainforest,North America,Hawaii Site 6,,19.75 ,-155.25 ,13.0 ,2600 ,40.5 ,,,100 ,,,"Luyssaert et al., 2007",Historical record,"Clark et al., 2001","Raich et al., 1997",,
638,Temperate,Temperate mountain system,North America ,Hellion Rapids 4,,44.48 ,-123.86 ,10.3 ,2330 ,237.8 ,,,85 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
639,Temperate,Temperate mountain system,North America ,Hellion Rapids 5,,44.40 ,-123.79 ,10.3 ,2330 ,332.6 ,,,105 ,,,"Luyssaert et al., 2007",Tree rings,"Sun et al., 2004",,,
640,Temperate,Temperate oceanic forest,Europe,Hestehaven,,56.30 ,10.48 ,7.1 ,660 ,104.0 ,124.30 ,,85 ,0.84 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
641,Temperate,Temperate mountain system,North America,Hubbard brook,,44.00 ,-71.50 ,6.0 ,1325 ,62.4 ,75.80 ,,110 ,0.82 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
642,Boreal,Boreal coniferous forest,Europe,Ilomantsi 1,,62.85 ,30.97 ,2.0 ,662 ,50.3 ,73.37 ,,100 ,0.69 ,,"Luyssaert et al., 2007",Tree rings,"Gower et al., 2001","Finer, 1989",,
643,Boreal,Boreal coniferous forest,Asia,Irkutsk 2,,53.00 ,103.00 ,1.3 ,471 ,86.6 ,118.71 ,,95 ,0.73 ,,"Luyssaert et al., 2007",Tree rings,"Gower et al., 2012",,,
644,Temperate,Temperate continental forest,Europe,Ispina Krakow,,50.10 ,20.37 ,7.8 ,729 ,114.4 ,137.86 ,,100 ,0.83 ,,"Luyssaert et al., 2007",Tree rings,"DeAngelis et al., 1981","DeAngelis et al., 1997",,
645,Boreal,Boreal coniferous forest,Europe,Jädraas C2,,60.82 ,16.50 ,5.3 ,607 ,29.9 ,39.96 ,,120 ,0.75 ,,"Luyssaert et al., 2007",Tree rings,"Gower et al., 2001",,,
